"Data Source","Transaction ID","Match ID","Status","Account ID","Alert ID","Alert Name","Alert Status","Created Date","Edited","Extract Status","Import Job ID","Journal Export Job ID","Match Process Name","Matched","Matched By","Matched On","Rule Name","Rule Type","Support ID","Support Type","Supported By","Supported On","Adjusted","Adjustment Type","Adjusted By","Adjusted On","Adjustment To","Location","Date","Amount","Reference","Memo1","Memo2","Bank Branch","Bank Main Branch","POS Memo","Pickup Date","Pickup Day","POS Memo2","Accounting Date","Adjustment Debit Account","LedgerID","Currency Code","Monthly Fee","Fee Amount","Approved By","Error Date","Adjustment Credit Account","Fee Type","Name","Category","ID","Description","Entity","Journal Source"
"Pronto Sub","1115","9145","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-01","980","","","","","","NE-1:10017","2017-08-02","Wed","10017-08/01/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1078","9146","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-03","2940","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1118","9146","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-03","2940","","","","","","NE-1:10017","2017-08-04","Fri","10017-08/03/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1081","9147","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-08","833","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1123","9147","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-08","833","","","","","","NE-1:10017","2017-08-09","Wed","10017-08/08/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1083","9148","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-10","2499","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1126","9148","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-10","2499","","","","","","NE-1:10017","2017-08-11","Fri","10017-08/10/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1086","9149","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-15","784","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1131","9149","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-15","784","","","","","","NE-1:10017","2017-08-16","Wed","10017-08/15/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1088","9150","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-17","2352","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1134","9150","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-17","2352","","","","","","NE-1:10017","2017-08-18","Fri","10017-08/17/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1091","9151","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-22","1029","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1139","9151","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-22","1029","","","","","","NE-1:10017","2017-08-23","Wed","10017-08/22/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1093","9152","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-24","3087","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1142","9152","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-24","3087","","","","","","NE-1:10017","2017-08-25","Fri","10017-08/24/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1096","9153","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-29","1225","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1147","9153","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-29","1225","","","","","","NE-1:10017","2017-08-30","Wed","10017-08/29/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1098","9154","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-31","3626","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1150","9154","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-08-31","3626","","","","","","NE-1:10017","2017-09-01","Fri","10017-08/31/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1099","9155","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-09-01","4900","","","","","","NE-1:10017","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1151","9155","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10017","2017-09-01","4900","","","","","","NE-1:10017","2017-09-01","Fri","10017-09/01/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1101","9156","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-01","1100","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1154","9156","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-01","1100","","","","","","NE-2:10021","2017-08-02","Wed","10021-08/01/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1103","9157","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-03","3300","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1157","9157","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-03","3300","","","","","","NE-2:10021","2017-08-04","Fri","10021-08/03/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1106","9158","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-08","935","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1162","9158","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-08","935","","","","","","NE-2:10021","2017-08-09","Wed","10021-08/08/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1108","9159","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-10","2805","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1165","9159","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-10","2805","","","","","","NE-2:10021","2017-08-11","Fri","10021-08/10/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1111","9160","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-15","880","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1170","9160","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-15","880","","","","","","NE-2:10021","2017-08-16","Wed","10021-08/15/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1113","9161","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-17","2640","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1173","9161","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-17","2640","","","","","","NE-2:10021","2017-08-18","Fri","10021-08/17/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1116","9162","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-22","1155","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1178","9162","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-22","1155","","","","","","NE-2:10021","2017-08-23","Wed","10021-08/22/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1118","9163","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-24","3465","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1181","9163","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-24","3465","","","","","","NE-2:10021","2017-08-25","Fri","10021-08/24/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1121","9164","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-29","1375","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1186","9164","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-29","1375","","","","","","NE-2:10021","2017-08-30","Wed","10021-08/29/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1123","9165","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-31","4070","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1189","9165","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-08-31","4070","","","","","","NE-2:10021","2017-09-01","Fri","10021-08/31/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1124","9166","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-09-01","5500","","","","","","NE-2:10021","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1190","9166","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10021","2017-09-01","5500","","","","","","NE-2:10021","2017-09-01","Fri","10021-09/01/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1126","9167","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10024","2017-08-01","1150","","","","","","NE-2:10024","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1193","9167","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10024","2017-08-01","1150","","","","","","NE-2:10024","2017-08-02","Wed","10024-08/01/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1128","9168","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10024","2017-08-03","3450","","","","","","NE-2:10024","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1196","9168","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10024","2017-08-03","3450","","","","","","NE-2:10024","2017-08-04","Fri","10024-08/03/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1131","9169","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","10024","2017-08-08","977.5","","","","","","NE-2:10024","","","","","","","","","","","","","","","","","","",""
